 "Time" "Wmdisp" "Wmwg" "wg1" "wg2" "wg3" "wg4"
  5.5020000e+001  1.8288000e+000 -7.7800000e-003 -4.2150000e-003  1.2450000e-003  4.5085000e-002  5.1545000e-002
  5.5040000e+001  1.8285000e+000 -1.0705000e-002 -3.0800000e-003  2.4700000e-003  4.4940000e-002  5.1505000e-002
  5.5060000e+001  1.8282000e+000 -1.3575000e-002 -1.9650000e-003  3.6400000e-003  4.4780000e-002  5.1410000e-002
  5.5080000e+001  1.8275000e+000 -1.6330000e-002 -9.1000000e-004  4.8300000e-003  4.4590000e-002  5.1215000e-002
  5.5100000e+001  1.8270000e+000 -1.9085000e-002  1.0000000e-004  5.9650000e-003  4.4370000e-002  5.0925000e-002
  5.5120000e+001  1.8265000e+000 -2.1750000e-002  1.0200000e-003  7.0600000e-003  4.4135000e-002  5.0530000e-002
  5.5140000e+001  1.8259000e+000 -2.4290000e-002  1.8400000e-003  8.0350000e-003  4.3870000e-002  5.0055000e-002
  5.5160000e+001  1.8253000e+000 -2.6640000e-002  2.5400000e-003  8.9450000e-003  4.3585000e-002  4.9520000e-002
  5.5180000e+001  1.8249000e+000 -2.8755000e-002  3.1650000e-003  9.7350000e-003  4.3280000e-002  4.8870000e-002
  5.5200000e+001  1.8244000e+000 -3.0340000e-002  3.6850000e-003  1.0405000e-002  4.2980000e-002  4.8175000e-002
  5.5220000e+001  1.8238000e+000 -3.1385000e-002  4.0200000e-003  1.0950000e-002  4.2630000e-002  4.7410000e-002
  5.5240000e+001  1.8231000e+000 -3.2060000e-002  4.2750000e-003  1.1375000e-002  4.2295000e-002  4.6580000e-002
  5.5260000e+001  1.8227000e+000 -3.2460000e-002  4.3600000e-003  1.1660000e-002  4.1945000e-002  4.5725000e-002
  5.5280000e+001  1.8222000e+000 -3.2745000e-002  4.3050000e-003  1.1720000e-002  4.1595000e-002  4.4825000e-002
  5.5300000e+001  1.8215000e+000 -3.2935000e-002  4.0650000e-003  1.1655000e-002  4.1230000e-002  4.3930000e-002
  5.5320000e+001  1.8208000e+000 -3.3010000e-002  3.7600000e-003  1.1435000e-002  4.0885000e-002  4.3020000e-002
  5.5340000e+001  1.8200000e+000 -3.2715000e-002  3.3100000e-003  1.1055000e-002  4.0500000e-002  4.2125000e-002
  5.5360000e+001  1.8194000e+000 -3.1970000e-002  2.7000000e-003  1.0500000e-002  4.0135000e-002  4.1225000e-002
  5.5380000e+001  1.8190000e+000 -3.0735000e-002  1.9950000e-003  9.8350000e-003  3.9760000e-002  4.0370000e-002
  5.5400000e+001  1.8185000e+000 -2.9105000e-002  1.1950000e-003  9.0500000e-003  3.9385000e-002  3.9505000e-002
  5.5420000e+001  1.8177000e+000 -2.7230000e-002  3.2000000e-004  8.1850000e-003  3.8980000e-002  3.8665000e-002
  5.5440000e+001  1.8169000e+000 -2.5175000e-002 -6.8000000e-004  7.1200000e-003  3.8600000e-002  3.7880000e-002
  5.5460000e+001  1.8164000e+000 -2.3035000e-002 -1.7350000e-003  6.0100000e-003  3.8240000e-002  3.7110000e-002
  5.5480000e+001  1.8156000e+000 -2.0800000e-002 -2.8450000e-003  4.7950000e-003  3.7860000e-002  3.6385000e-002
  5.5500000e+001  1.8149000e+000 -1.8380000e-002 -3.9550000e-003  3.5300000e-003  3.7505000e-002  3.5665000e-002
  5.5520000e+001  1.8142000e+000 -1.5735000e-002 -5.0900000e-003  2.1550000e-003  3.7170000e-002  3.4980000e-002
  5.5540000e+001  1.8132000e+000 -1.2930000e-002 -6.2300000e-003  8.0000000e-004  3.6815000e-002  3.4290000e-002
  5.5560000e+001  1.8123000e+000 -1.0090000e-002 -7.3250000e-003 -5.4500000e-004  3.6490000e-002  3.3635000e-002
  5.5580000e+001  1.8119000e+000 -7.3500000e-003 -8.3850000e-003 -1.9250000e-003  3.6170000e-002  3.2990000e-002
  5.5600000e+001  1.8112000e+000 -4.7850000e-003 -9.4700000e-003 -3.3150000e-003  3.5860000e-002  3.2355000e-002
  5.5620000e+001  1.8106000e+000 -2.2950000e-003 -1.0490000e-002 -4.6800000e-003  3.5575000e-002  3.1710000e-002
  5.5640000e+001  1.8098000e+000 -4.0000000e-005 -1.1405000e-002 -5.9600000e-003  3.5275000e-002  3.1070000e-002
  5.5660000e+001  1.8087000e+000  2.1950000e-003 -1.2220000e-002 -7.1950000e-003  3.4995000e-002  3.0465000e-002
  5.5680000e+001  1.8082000e+000  4.2550000e-003 -1.2940000e-002 -8.3400000e-003  3.4740000e-002  2.9820000e-002
  5.5700000e+001  1.8077000e+000  6.3350000e-003 -1.3530000e-002 -9.3900000e-003  3.4455000e-002  2.9215000e-002
  5.5720000e+001  1.8069000e+000  8.3850000e-003 -1.4025000e-002 -1.0330000e-002  3.4180000e-002  2.8580000e-002
  5.5740000e+001  1.8057000e+000  1.0180000e-002 -1.4415000e-002 -1.1165000e-002  3.3885000e-002  2.8000000e-002
  5.5760000e+001  1.8049000e+000  1.1685000e-002 -1.4625000e-002 -1.1900000e-002  3.3595000e-002  2.7425000e-002
  5.5780000e+001  1.8041000e+000  1.2655000e-002 -1.4735000e-002 -1.2500000e-002  3.3325000e-002  2.6885000e-002
  5.5800000e+001  1.8034000e+000  1.3175000e-002 -1.4770000e-002 -1.2995000e-002  3.3045000e-002  2.6365000e-002
  5.5820000e+001  1.8026000e+000  1.3410000e-002 -1.4680000e-002 -1.3360000e-002  3.2790000e-002  2.5880000e-002
  5.5840000e+001  1.8018000e+000  1.3580000e-002 -1.4485000e-002 -1.3600000e-002  3.2525000e-002  2.5480000e-002
  5.5860000e+001  1.8010000e+000  1.3595000e-002 -1.4155000e-002 -1.3665000e-002  3.2285000e-002  2.5095000e-002
  5.5880000e+001  1.8003000e+000  1.3410000e-002 -1.3720000e-002 -1.3625000e-002  3.2085000e-002  2.4790000e-002
  5.5900000e+001  1.7995000e+000  1.2865000e-002 -1.3225000e-002 -1.3485000e-002  3.1875000e-002  2.4520000e-002
  5.5920000e+001  1.7988000e+000  1.1850000e-002 -1.2645000e-002 -1.3205000e-002  3.1740000e-002  2.4335000e-002
  5.5940000e+001  1.7981000e+000  1.0450000e-002 -1.1980000e-002 -1.2810000e-002  3.1630000e-002  2.4215000e-002
  5.5960000e+001  1.7970000e+000  8.8900000e-003 -1.1265000e-002 -1.2285000e-002  3.1555000e-002  2.4145000e-002
  5.5980000e+001  1.7965000e+000  7.1900000e-003 -1.0420000e-002 -1.1650000e-002  3.1525000e-002  2.4120000e-002
  5.6000000e+001  1.7956000e+000  5.4350000e-003 -9.6300000e-003 -1.0985000e-002  3.1530000e-002  2.4180000e-002
  5.6020000e+001  1.7945000e+000  3.5350000e-003 -8.7450000e-003 -1.0195000e-002  3.1585000e-002  2.4240000e-002
  5.6040000e+001  1.7934000e+000  1.5400000e-003 -7.8600000e-003 -9.3550000e-003  3.1650000e-002  2.4360000e-002
  5.6060000e+001  1.7925000e+000 -6.2500000e-004 -6.9700000e-003 -8.4950000e-003  3.1765000e-002  2.4530000e-002
  5.6080000e+001  1.7917000e+000 -2.9000000e-003 -6.1150000e-003 -7.5850000e-003  3.1890000e-002  2.4655000e-002
  5.6100000e+001  1.7912000e+000 -5.4250000e-003 -5.2550000e-003 -6.6550000e-003  3.2035000e-002  2.4825000e-002
  5.6120000e+001  1.7901000e+000 -8.1250000e-003 -4.4650000e-003 -5.7050000e-003  3.2180000e-002  2.4995000e-002
  5.6140000e+001  1.7892000e+000 -1.0865000e-002 -3.7200000e-003 -4.7500000e-003  3.2330000e-002  2.5160000e-002
  5.6160000e+001  1.7881000e+000 -1.3415000e-002 -2.9800000e-003 -3.8250000e-003  3.2465000e-002  2.5305000e-002
  5.6180000e+001  1.7870000e+000 -1.5680000e-002 -2.2850000e-003 -2.9550000e-003  3.2565000e-002  2.5485000e-002
  5.6200000e+001  1.7860000e+000 -1.7630000e-002 -1.6850000e-003 -2.1150000e-003  3.2665000e-002  2.5650000e-002
  5.6220000e+001  1.7852000e+000 -1.9410000e-002 -1.1500000e-003 -1.3300000e-003  3.2760000e-002  2.5825000e-002
  5.6240000e+001  1.7843000e+000 -2.1130000e-002 -7.2000000e-004 -6.2000000e-004  3.2815000e-002  2.6025000e-002
  5.6260000e+001  1.7835000e+000 -2.2675000e-002 -4.0500000e-004  1.5000000e-005  3.2860000e-002  2.6230000e-002
  5.6280000e+001  1.7825000e+000 -2.4220000e-002 -2.0000000e-004  5.6500000e-004  3.2895000e-002  2.6465000e-002
  5.6300000e+001  1.7809000e+000 -2.5625000e-002 -1.1500000e-004  1.0050000e-003  3.2885000e-002  2.6730000e-002
  5.6320000e+001  1.7798000e+000 -2.6860000e-002 -1.0500000e-004  1.3200000e-003  3.2880000e-002  2.7010000e-002
  5.6340000e+001  1.7787000e+000 -2.7800000e-002 -1.9000000e-004  1.5700000e-003  3.2870000e-002  2.7310000e-002
  5.6360000e+001  1.7780000e+000 -2.8460000e-002 -4.2500000e-004  1.6950000e-003  3.2840000e-002  2.7660000e-002
  5.6380000e+001  1.7769000e+000 -2.8625000e-002 -7.3500000e-004  1.7150000e-003  3.2805000e-002  2.8040000e-002
  5.6400000e+001  1.7758000e+000 -2.8600000e-002 -1.1550000e-003  1.5900000e-003  3.2755000e-002  2.8405000e-002
  5.6420000e+001  1.7750000e+000 -2.8285000e-002 -1.6550000e-003  1.3700000e-003  3.2710000e-002  2.8805000e-002
  5.6440000e+001  1.7740000e+000 -2.7740000e-002 -2.2050000e-003  1.0400000e-003  3.2650000e-002  2.9210000e-002
  5.6460000e+001  1.7729000e+000 -2.6900000e-002 -2.8850000e-003  6.6000000e-004  3.2585000e-002  2.9625000e-002
  5.6480000e+001  1.7718000e+000 -2.5745000e-002 -3.6150000e-003  1.6500000e-004  3.2495000e-002  3.0040000e-002
  5.6500000e+001  1.7709000e+000 -2.4365000e-002 -4.3750000e-003 -4.1500000e-004  3.2410000e-002  3.0400000e-002
  5.6520000e+001  1.7695000e+000 -2.2950000e-002 -5.1850000e-003 -1.0600000e-003  3.2315000e-002  3.0775000e-002
  5.6540000e+001  1.7684000e+000 -2.1565000e-002 -5.9950000e-003 -1.7800000e-003  3.2195000e-002  3.1090000e-002
  5.6560000e+001  1.7672000e+000 -2.0210000e-002 -6.8550000e-003 -2.5350000e-003  3.2015000e-002  3.1385000e-002
  5.6580000e+001  1.7659000e+000 -1.8735000e-002 -7.6450000e-003 -3.3100000e-003  3.1855000e-002  3.1620000e-002
  5.6600000e+001  1.7647000e+000 -1.6960000e-002 -8.4750000e-003 -4.1200000e-003  3.1640000e-002  3.1810000e-002
  5.6620000e+001  1.7636000e+000 -1.4970000e-002 -9.1950000e-003 -4.9300000e-003  3.1395000e-002  3.1945000e-002
  5.6640000e+001  1.7623000e+000 -1.2885000e-002 -9.8850000e-003 -5.6850000e-003  3.1125000e-002  3.2045000e-002
  5.6660000e+001  1.7611000e+000 -1.0950000e-002 -1.0550000e-002 -6.4200000e-003  3.0820000e-002  3.2085000e-002
  5.6680000e+001  1.7600000e+000 -9.3400000e-003 -1.1150000e-002 -7.1250000e-003  3.0440000e-002  3.2050000e-002
  5.6700000e+001  1.7590000e+000 -8.0300000e-003 -1.1705000e-002 -7.8150000e-003  3.0025000e-002  3.1965000e-002
  5.6720000e+001  1.7578000e+000 -6.8200000e-003 -1.2175000e-002 -8.4250000e-003  2.9535000e-002  3.1840000e-002
  5.6740000e+001  1.7563000e+000 -5.5450000e-003 -1.2575000e-002 -8.9900000e-003  2.9045000e-002  3.1665000e-002
  5.6760000e+001  1.7550000e+000 -4.2450000e-003 -1.2890000e-002 -9.4600000e-003  2.8475000e-002  3.1455000e-002
  5.6780000e+001  1.7536000e+000 -2.9500000e-003 -1.3145000e-002 -9.8750000e-003  2.7845000e-002  3.1200000e-002
  5.6800000e+001  1.7525000e+000 -1.9600000e-003 -1.3260000e-002 -1.0155000e-002  2.7185000e-002  3.0895000e-002
  5.6820000e+001  1.7516000e+000 -1.3150000e-003 -1.3310000e-002 -1.0350000e-002  2.6435000e-002  3.0560000e-002
  5.6840000e+001  1.7504000e+000 -1.1750000e-003 -1.3340000e-002 -1.0455000e-002  2.5650000e-002  3.0180000e-002
  5.6860000e+001  1.7495000e+000 -1.1600000e-003 -1.3245000e-002 -1.0500000e-002  2.4830000e-002  2.9800000e-002
  5.6880000e+001  1.7479000e+000 -1.2350000e-003 -1.3040000e-002 -1.0425000e-002  2.3960000e-002  2.9355000e-002
  5.6900000e+001  1.7464000e+000 -1.3900000e-003 -1.2735000e-002 -1.0220000e-002  2.3010000e-002  2.8870000e-002
  5.6920000e+001  1.7453000e+000 -1.6950000e-003 -1.2405000e-002 -9.9350000e-003  2.2055000e-002  2.8390000e-002
  5.6940000e+001  1.7439000e+000 -2.1800000e-003 -1.2010000e-002 -9.6100000e-003  2.1030000e-002  2.7860000e-002
  5.6960000e+001  1.7428000e+000 -2.9550000e-003 -1.1565000e-002 -9.1600000e-003  1.9995000e-002  2.7295000e-002
  5.6980000e+001  1.7414000e+000 -3.9100000e-003 -1.1060000e-002 -8.5850000e-003  1.8960000e-002  2.6695000e-002
  5.7000000e+001  1.7398000e+000 -5.0200000e-003 -1.0530000e-002 -7.9750000e-003  1.7890000e-002  2.6080000e-002
  5.7020000e+001  1.7385000e+000 -6.2500000e-003 -9.9400000e-003 -7.3200000e-003  1.6865000e-002  2.5400000e-002
  5.7040000e+001  1.7372000e+000 -7.6650000e-003 -9.3150000e-003 -6.5750000e-003  1.5840000e-002  2.4710000e-002
  5.7060000e+001  1.7360000e+000 -9.2700000e-003 -8.6650000e-003 -5.8100000e-003  1.4840000e-002  2.4005000e-002
  5.7080000e+001  1.7346000e+000 -1.1070000e-002 -8.0100000e-003 -5.0550000e-003  1.3900000e-002  2.3230000e-002
  5.7100000e+001  1.7332000e+000 -1.2995000e-002 -7.3450000e-003 -4.2500000e-003  1.3010000e-002  2.2440000e-002
  5.7120000e+001  1.7316000e+000 -1.4760000e-002 -6.7050000e-003 -3.4350000e-003  1.2170000e-002  2.1630000e-002
  5.7140000e+001  1.7299000e+000 -1.6410000e-002 -6.0200000e-003 -2.6050000e-003  1.1440000e-002  2.0785000e-002
  5.7160000e+001  1.7287000e+000 -1.7615000e-002 -5.3500000e-003 -1.8000000e-003  1.0760000e-002  1.9925000e-002
  5.7180000e+001  1.7273000e+000 -1.8540000e-002 -4.6900000e-003 -1.0000000e-003  1.0155000e-002  1.9085000e-002
  5.7200000e+001  1.7258000e+000 -1.9425000e-002 -4.0300000e-003 -2.3500000e-004  9.6250000e-003  1.8220000e-002
  5.7220000e+001  1.7243000e+000 -2.0415000e-002 -3.4100000e-003  4.9500000e-004  9.1600000e-003  1.7330000e-002
  5.7240000e+001  1.7229000e+000 -2.1520000e-002 -2.8150000e-003  1.1900000e-003  8.7950000e-003  1.6470000e-002
  5.7260000e+001  1.7214000e+000 -2.2715000e-002 -2.2950000e-003  1.8050000e-003  8.4900000e-003  1.5650000e-002
  5.7280000e+001  1.7199000e+000 -2.3610000e-002 -1.7550000e-003  2.3950000e-003  8.2500000e-003  1.4845000e-002
  5.7300000e+001  1.7185000e+000 -2.4045000e-002 -1.2350000e-003  2.9400000e-003  8.0650000e-003  1.4040000e-002
  5.7320000e+001  1.7167000e+000 -2.3865000e-002 -7.3500000e-004  3.4400000e-003  7.9450000e-003  1.3295000e-002
  5.7340000e+001  1.7147000e+000 -2.3110000e-002 -2.0000000e-004  3.9000000e-003  7.8550000e-003  1.2585000e-002
  5.7360000e+001  1.7131000e+000 -2.2070000e-002  2.6000000e-004  4.3050000e-003  7.8350000e-003  1.1890000e-002
  5.7380000e+001  1.7115000e+000 -2.0835000e-002  7.2500000e-004  4.7050000e-003  7.8350000e-003  1.1245000e-002
  5.7400000e+001  1.7101000e+000 -1.9685000e-002  1.2050000e-003  5.0650000e-003  7.8550000e-003  1.0635000e-002
  5.7420000e+001  1.7088000e+000 -1.8555000e-002  1.6650000e-003  5.3550000e-003  7.9400000e-003  1.0045000e-002
  5.7440000e+001  1.7072000e+000 -1.7210000e-002  2.1100000e-003  5.6450000e-003  8.0350000e-003  9.5050000e-003
  5.7460000e+001  1.7056000e+000 -1.5485000e-002  2.5800000e-003  5.9150000e-003  8.1950000e-003  9.0050000e-003
  5.7480000e+001  1.7035000e+000 -1.3395000e-002  3.0450000e-003  6.1550000e-003  8.3500000e-003  8.5300000e-003
  5.7500000e+001  1.7017000e+000 -1.0900000e-002  3.5800000e-003  6.3850000e-003  8.5450000e-003  8.0900000e-003
  5.7520000e+001  1.6998000e+000 -8.1050000e-003  4.1350000e-003  6.6050000e-003  8.7800000e-003  7.6500000e-003
  5.7540000e+001  1.6983000e+000 -5.2200000e-003  4.7400000e-003  6.8600000e-003  9.0650000e-003  7.2700000e-003
  5.7560000e+001  1.6966000e+000 -2.2400000e-003  5.3500000e-003  7.1250000e-003  9.3850000e-003  6.8750000e-003
  5.7580000e+001  1.6950000e+000  7.0000000e-004  6.0000000e-003  7.3700000e-003  9.7500000e-003  6.5400000e-003
  5.7600000e+001  1.6933000e+000  3.7600000e-003  6.6700000e-003  7.6250000e-003  1.0165000e-002  6.2400000e-003
  5.7620000e+001  1.6916000e+000  6.8100000e-003  7.3200000e-003  7.8850000e-003  1.0605000e-002  5.9450000e-003
  5.7640000e+001  1.6900000e+000  9.8050000e-003  8.0400000e-003  8.1350000e-003  1.1085000e-002  5.7100000e-003
  5.7660000e+001  1.6882000e+000  1.2755000e-002  8.7300000e-003  8.3700000e-003  1.1595000e-002  5.5150000e-003
  5.7680000e+001  1.6862000e+000  1.5595000e-002  9.4850000e-003  8.6550000e-003  1.2130000e-002  5.3800000e-003
  5.7700000e+001  1.6845000e+000  1.8325000e-002  1.0220000e-002  8.9250000e-003  1.2655000e-002  5.3000000e-003
  5.7720000e+001  1.6822000e+000  2.0945000e-002  1.0925000e-002  9.1850000e-003  1.3210000e-002  5.2500000e-003
  5.7740000e+001  1.6798000e+000  2.3540000e-002  1.1645000e-002  9.4400000e-003  1.3755000e-002  5.2850000e-003
  5.7760000e+001  1.6782000e+000  2.6020000e-002  1.2335000e-002  9.7250000e-003  1.4285000e-002  5.3350000e-003
  5.7780000e+001  1.6764000e+000  2.8375000e-002  1.2955000e-002  1.0005000e-002  1.4785000e-002  5.4550000e-003
  5.7800000e+001  1.6749000e+000  3.0535000e-002  1.3600000e-002  1.0290000e-002  1.5270000e-002  5.6200000e-003
  5.7820000e+001  1.6731000e+000  3.2360000e-002  1.4160000e-002  1.0580000e-002  1.5705000e-002  5.8350000e-003
  5.7840000e+001  1.6710000e+000  3.3890000e-002  1.4730000e-002  1.0880000e-002  1.6110000e-002  6.1000000e-003
  5.7860000e+001  1.6689000e+000  3.5060000e-002  1.5180000e-002  1.1175000e-002  1.6505000e-002  6.3900000e-003
  5.7880000e+001  1.6669000e+000  3.5935000e-002  1.5555000e-002  1.1440000e-002  1.6860000e-002  6.7150000e-003
  5.7900000e+001  1.6652000e+000  3.6565000e-002  1.5960000e-002  1.1700000e-002  1.7190000e-002  7.0450000e-003
  5.7920000e+001  1.6630000e+000  3.6990000e-002  1.6340000e-002  1.1985000e-002  1.7455000e-002  7.4450000e-003
  5.7940000e+001  1.6611000e+000  3.7150000e-002  1.6625000e-002  1.2220000e-002  1.7715000e-002  7.8600000e-003
  5.7960000e+001  1.6591000e+000  3.7090000e-002  1.6825000e-002  1.2460000e-002  1.7935000e-002  8.3100000e-003
  5.7980000e+001  1.6568000e+000  3.6770000e-002  1.6970000e-002  1.2665000e-002  1.8135000e-002  8.7600000e-003
  5.8000000e+001  1.6545000e+000  3.6225000e-002  1.7035000e-002  1.2845000e-002  1.8300000e-002  9.2350000e-003
  5.8020000e+001  1.6526000e+000  3.5500000e-002  1.7110000e-002  1.2985000e-002  1.8415000e-002  9.7400000e-003
  5.8040000e+001  1.6505000e+000  3.4575000e-002  1.7100000e-002  1.3105000e-002  1.8495000e-002  1.0280000e-002
  5.8060000e+001  1.6485000e+000  3.3585000e-002  1.7040000e-002  1.3155000e-002  1.8530000e-002  1.0830000e-002
  5.8080000e+001  1.6464000e+000  3.2470000e-002  1.6935000e-002  1.3175000e-002  1.8525000e-002  1.1375000e-002
  5.8100000e+001  1.6442000e+000  3.1300000e-002  1.6835000e-002  1.3185000e-002  1.8445000e-002  1.1935000e-002
  5.8120000e+001  1.6424000e+000  3.0125000e-002  1.6650000e-002  1.3120000e-002  1.8335000e-002  1.2525000e-002
  5.8140000e+001  1.6402000e+000  2.8995000e-002  1.6435000e-002  1.3010000e-002  1.8170000e-002  1.3090000e-002
  5.8160000e+001  1.6381000e+000  2.7905000e-002  1.6225000e-002  1.2900000e-002  1.7965000e-002  1.3635000e-002
  5.8180000e+001  1.6359000e+000  2.6810000e-002  1.5990000e-002  1.2780000e-002  1.7675000e-002  1.4155000e-002
  5.8200000e+001  1.6336000e+000  2.5885000e-002  1.5775000e-002  1.2605000e-002  1.7330000e-002  1.4615000e-002
  5.8220000e+001  1.6315000e+000  2.5110000e-002  1.5535000e-002  1.2460000e-002  1.6925000e-002  1.5025000e-002
  5.8240000e+001  1.6291000e+000  2.4575000e-002  1.5365000e-002  1.2275000e-002  1.6515000e-002  1.5400000e-002
  5.8260000e+001  1.6269000e+000  2.4225000e-002  1.5210000e-002  1.2090000e-002  1.6025000e-002  1.5640000e-002
  5.8280000e+001  1.6250000e+000  2.4010000e-002  1.5050000e-002  1.1930000e-002  1.5530000e-002  1.5835000e-002
  5.8300000e+001  1.6225000e+000  2.4005000e-002  1.4980000e-002  1.1810000e-002  1.5005000e-002  1.5945000e-002
  5.8320000e+001  1.6205000e+000  2.4300000e-002  1.5010000e-002  1.1745000e-002  1.4455000e-002  1.5945000e-002
  5.8340000e+001  1.6181000e+000  2.4800000e-002  1.5060000e-002  1.1710000e-002  1.3885000e-002  1.5850000e-002
  5.8360000e+001  1.6155000e+000  2.5500000e-002  1.5225000e-002  1.1650000e-002  1.3310000e-002  1.5695000e-002
  5.8380000e+001  1.6129000e+000  2.6430000e-002  1.5480000e-002  1.1715000e-002  1.2700000e-002  1.5455000e-002
  5.8400000e+001  1.6103000e+000  2.7500000e-002  1.5845000e-002  1.1860000e-002  1.2105000e-002  1.5150000e-002
  5.8420000e+001  1.6081000e+000  2.8780000e-002  1.6275000e-002  1.2065000e-002  1.1515000e-002  1.4775000e-002
  5.8440000e+001  1.6057000e+000  3.0395000e-002  1.6800000e-002  1.2325000e-002  1.0870000e-002  1.4360000e-002
  5.8460000e+001  1.6031000e+000  3.2305000e-002  1.7405000e-002  1.2715000e-002  1.0245000e-002  1.3905000e-002
  5.8480000e+001  1.6009000e+000  3.4510000e-002  1.8100000e-002  1.3175000e-002  9.5800000e-003  1.3430000e-002
  5.8500000e+001  1.5984000e+000  3.6895000e-002  1.8905000e-002  1.3695000e-002  8.9100000e-003  1.2930000e-002
  5.8520000e+001  1.5957000e+000  3.9235000e-002  1.9720000e-002  1.4360000e-002  8.2100000e-003  1.2455000e-002
  5.8540000e+001  1.5932000e+000  4.1465000e-002  2.0615000e-002  1.5140000e-002  7.4800000e-003  1.1950000e-002
  5.8560000e+001  1.5906000e+000  4.3585000e-002  2.1500000e-002  1.5930000e-002  6.7000000e-003  1.1475000e-002
  5.8580000e+001  1.5883000e+000  4.5575000e-002  2.2460000e-002  1.6825000e-002  5.8850000e-003  1.1025000e-002
  5.8600000e+001  1.5857000e+000  4.7540000e-002  2.3440000e-002  1.7785000e-002  5.0650000e-003  1.0565000e-002
  5.8620000e+001  1.5832000e+000  4.9445000e-002  2.4395000e-002  1.8770000e-002  4.2000000e-003  1.0145000e-002
  5.8640000e+001  1.5804000e+000  5.1345000e-002  2.5335000e-002  1.9775000e-002  3.3250000e-003  9.7250000e-003
  5.8660000e+001  1.5777000e+000  5.3260000e-002  2.6210000e-002  2.0825000e-002  2.4150000e-003  9.3100000e-003
  5.8680000e+001  1.5752000e+000  5.5085000e-002  2.7075000e-002  2.1890000e-002  1.4900000e-003  8.9200000e-003
  5.8700000e+001  1.5730000e+000  5.6640000e-002  2.7805000e-002  2.2860000e-002  5.7000000e-004  8.5050000e-003
  5.8720000e+001  1.5706000e+000  5.7815000e-002  2.8475000e-002  2.3840000e-002 -3.2500000e-004  8.0850000e-003
  5.8740000e+001  1.5677000e+000  5.8600000e-002  2.8950000e-002  2.4760000e-002 -1.2250000e-003  7.5900000e-003
  5.8760000e+001  1.5649000e+000  5.9095000e-002  2.9350000e-002  2.5610000e-002 -2.1200000e-003  7.0900000e-003
  5.8780000e+001  1.5621000e+000  5.9365000e-002  2.9680000e-002  2.6355000e-002 -3.0000000e-003  6.5200000e-003
  5.8800000e+001  1.5589000e+000  5.9450000e-002  2.9850000e-002  2.7015000e-002 -3.8150000e-003  5.9200000e-003
  5.8820000e+001  1.5564000e+000  5.9330000e-002  2.9940000e-002  2.7565000e-002 -4.5800000e-003  5.2650000e-003
  5.8840000e+001  1.5538000e+000  5.8860000e-002  2.9855000e-002  2.8030000e-002 -5.3200000e-003  4.5650000e-003
  5.8860000e+001  1.5514000e+000  5.8130000e-002  2.9650000e-002  2.8360000e-002 -5.9950000e-003  3.8650000e-003
  5.8880000e+001  1.5489000e+000  5.7045000e-002  2.9305000e-002  2.8585000e-002 -6.6300000e-003  3.1450000e-003
  5.8900000e+001  1.5460000e+000  5.5615000e-002  2.8870000e-002  2.8675000e-002 -7.1800000e-003  2.4200000e-003
  5.8920000e+001  1.5431000e+000  5.3925000e-002  2.8340000e-002  2.8630000e-002 -7.6650000e-003  1.6750000e-003
  5.8940000e+001  1.5402000e+000  5.1875000e-002  2.7675000e-002  2.8465000e-002 -8.0950000e-003  9.8000000e-004
  5.8960000e+001  1.5371000e+000  4.9710000e-002  2.6915000e-002  2.8120000e-002 -8.4650000e-003  3.1000000e-004
  5.8980000e+001  1.5343000e+000  4.7365000e-002  2.6045000e-002  2.7635000e-002 -8.7450000e-003 -3.2500000e-004
  5.9000000e+001  1.5314000e+000  4.4970000e-002  2.5045000e-002  2.7010000e-002 -8.9750000e-003 -8.9500000e-004
  5.9020000e+001  1.5284000e+000  4.2475000e-002  2.3985000e-002  2.6295000e-002 -9.1150000e-003 -1.4150000e-003
  5.9040000e+001  1.5254000e+000  4.0010000e-002  2.2895000e-002  2.5445000e-002 -9.1800000e-003 -1.8950000e-003
  5.9060000e+001  1.5226000e+000  3.7485000e-002  2.1765000e-002  2.4490000e-002 -9.1650000e-003 -2.3100000e-003
  5.9080000e+001  1.5195000e+000  3.4790000e-002  2.0615000e-002  2.3415000e-002 -9.0900000e-003 -2.6600000e-003
  5.9100000e+001  1.5165000e+000  3.1970000e-002  1.9395000e-002  2.2260000e-002 -8.9300000e-003 -3.0000000e-003
  5.9120000e+001  1.5135000e+000  2.9155000e-002  1.8175000e-002  2.1070000e-002 -8.7250000e-003 -3.2650000e-003
  5.9140000e+001  1.5106000e+000  2.6640000e-002  1.6995000e-002  1.9860000e-002 -8.4500000e-003 -3.5500000e-003
  5.9160000e+001  1.5078000e+000  2.4390000e-002  1.5870000e-002  1.8630000e-002 -8.1300000e-003 -3.7400000e-003
  5.9180000e+001  1.5050000e+000  2.2515000e-002  1.4810000e-002  1.7390000e-002 -7.7600000e-003 -3.9650000e-003
  5.9200000e+001  1.5018000e+000  2.0980000e-002  1.3860000e-002  1.6210000e-002 -7.3750000e-003 -4.1500000e-003
  5.9220000e+001  1.4986000e+000  1.9650000e-002  1.3020000e-002  1.5060000e-002 -6.9900000e-003 -4.2850000e-003
  5.9240000e+001  1.4951000e+000  1.8280000e-002  1.2285000e-002  1.3990000e-002 -6.5400000e-003 -4.3850000e-003
  5.9260000e+001  1.4919000e+000  1.6925000e-002  1.1685000e-002  1.2975000e-002 -6.0950000e-003 -4.4700000e-003
